light_path,light_file,device_id,target,panel,filter_raw,filter_canonical,exposure_s,bin,image_size,temp_c,bias_master,bias_status,bias_match_reason,dark_master,dark_status,dark_match_reason,flat_master,flat_status,flat_match_reason,resolved,ambiguity
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@051958-180S-Red.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@051958-180S-Red.fts,T4,Galaxy_Center,,Red,RED,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=RED -> masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@052346-180S-Red.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@052346-180S-Red.fts,T4,Galaxy_Center,,Red,RED,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=RED -> masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@052735-180S-Red.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@052735-180S-Red.fts,T4,Galaxy_Center,,Red,RED,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=RED -> masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@053123-180S-Red.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@053123-180S-Red.fts,T4,Galaxy_Center,,Red,RED,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=RED -> masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@053512-180S-Green.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@053512-180S-Green.fts,T4,Galaxy_Center,,Green,GREEN,180.0,1,4500x3600,-19.9375,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=GREEN -> masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@053901-180S-Green.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@053901-180S-Green.fts,T4,Galaxy_Center,,Green,GREEN,180.0,1,4500x3600,-19.9375,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=GREEN -> masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@054249-180S-Green.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@054249-180S-Green.fts,T4,Galaxy_Center,,Green,GREEN,180.0,1,4500x3600,-19.9375,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=GREEN -> masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@054637-180S-Green.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@054637-180S-Green.fts,T4,Galaxy_Center,,Green,GREEN,180.0,1,4500x3600,-19.9375,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=GREEN -> masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@055024-180S-Green.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@055024-180S-Green.fts,T4,Galaxy_Center,,Green,GREEN,180.0,1,4500x3600,-19.9375,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=GREEN -> masterFlat_BIN-1_4500x3600_FILTER-Green_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@055414-180S-Blue.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@055414-180S-Blue.fts,T4,Galaxy_Center,,Blue,BLUE,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=BLUE -> masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@055805-180S-Blue.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@055805-180S-Blue.fts,T4,Galaxy_Center,,Blue,BLUE,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=BLUE -> masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@060153-180S-Blue.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@060153-180S-Blue.fts,T4,Galaxy_Center,,Blue,BLUE,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=BLUE -> masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@060541-180S-Blue.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@060541-180S-Blue.fts,T4,Galaxy_Center,,Blue,BLUE,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=BLUE -> masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@060928-180S-Blue.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@060928-180S-Blue.fts,T4,Galaxy_Center,,Blue,BLUE,180.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,exact,exact exposure match: Light=180.0s == Dark=180.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=BLUE -> masterFlat_BIN-1_4500x3600_FILTER-Blue_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@061318-300S-H-alpha.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@061318-300S-H-alpha.fts,T4,Galaxy_Center,,H-alpha,HA,300.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-300.00s.xisf,exact,exact exposure match: Light=300.0s == Dark=300.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-300.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-H-alpha_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=HA -> masterFlat_BIN-1_4500x3600_FILTER-H-alpha_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@062441-300S-H-alpha.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@062441-300S-H-alpha.fts,T4,Galaxy_Center,,H-alpha,HA,300.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-300.00s.xisf,exact,exact exposure match: Light=300.0s == Dark=300.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-300.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-H-alpha_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=HA -> masterFlat_BIN-1_4500x3600_FILTER-H-alpha_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@063043-300S-H-alpha.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@063043-300S-H-alpha.fts,T4,Galaxy_Center,,H-alpha,HA,300.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-300.00s.xisf,exact,exact exposure match: Light=300.0s == Dark=300.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-300.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-H-alpha_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=HA -> masterFlat_BIN-1_4500x3600_FILTER-H-alpha_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@063631-600S-Oiii.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@063631-600S-Oiii.fts,T4,Galaxy_Center,,Oiii,OIII,600.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-600.00s.xisf,exact,exact exposure match: Light=600.0s == Dark=600.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-600.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Oiii_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=OIII -> masterFlat_BIN-1_4500x3600_FILTER-Oiii_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@064722-600S-Oiii.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@064722-600S-Oiii.fts,T4,Galaxy_Center,,Oiii,OIII,600.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-600.00s.xisf,exact,exact exposure match: Light=600.0s == Dark=600.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-600.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Oiii_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=OIII -> masterFlat_BIN-1_4500x3600_FILTER-Oiii_mono.xisf,YES,NONE
testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@065810-600S-Oiii.fts,Galaxy_Center_mosaic1_T4_flying_dutchman-20250703@065810-600S-Oiii.fts,T4,Galaxy_Center,,Oiii,OIII,600.0,1,4500x3600,-20.0,testdata\T4 calibration files\masterBias_BIN-1_4500x3600.xisf,unique,device=T4 bin=1 size=4500x3600 -> masterBias_BIN-1_4500x3600.xisf,testdata\T4 calibration files\masterDark_BIN-1_4500x3600_EXPOSURE-600.00s.xisf,exact,exact exposure match: Light=600.0s == Dark=600.0s -> masterDark_BIN-1_4500x3600_EXPOSURE-600.00s.xisf,testdata\T4 calibration files\masterFlat_BIN-1_4500x3600_FILTER-Oiii_mono.xisf,unique,device=T4 bin=1 size=4500x3600 filter=OIII -> masterFlat_BIN-1_4500x3600_FILTER-Oiii_mono.xisf,YES,NONE
