dataset,panel,filter,index,filename,relative_path,size_bytes,sha256,remote_size_bytes,remote_sha256,source_host,transfer_status,width,height,bitpix_or_dtype,exposure,gain,temperature,date_obs,wcs_present,wcs_ctype,wcs_crval,wcs_cd_or_pc,freeze_verified,v3_src_sha
Galaxy_Center_T4,panel1,Red,11,Galaxy_Center_mosaic1_T4_flying_dutchman-20250813@011752-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel1/Galaxy_Center_mosaic1_T4_flying_dutchman-20250813@011752-180S-Red.fts,32411520,E32A404C9DA12BFD093DD7C5562B818B1F70E1193F47A4B4E59C4B700D0945E0,32411520,E32A404C9DA12BFD093DD7C5562B818B1F70E1193F47A4B4E59C4B700D0945E0,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-08-13T01:18:08,1,"RA---TAN-SIP,DEC--TAN-SIP","272.7634609530476,-13.211239426814185","-0.00175161134986994,2.67259150068159e-06,-2.6160195815712e-06,-0.00175191294276625",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,1,Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@002647-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@002647-180S-Red.fts,32411520,30EEC2749E75931B60F38DD9937B3D77F634C2F320BCE1642671D69C6404A792,32411520,30EEC2749E75931B60F38DD9937B3D77F634C2F320BCE1642671D69C6404A792,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-16T00:27:03,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8387480982314,-18.221368688109973","-0.00175254134904142,6.46062157746657e-06,-6.4896795309454e-06,-0.00175277949769662",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,2,Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@003055-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@003055-180S-Red.fts,32411520,7A084CAF2C7F095962784E8785FBE2DDF23594D2C2BA6B6E7B4AF0C118D6AA32,32411520,7A084CAF2C7F095962784E8785FBE2DDF23594D2C2BA6B6E7B4AF0C118D6AA32,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-16T00:31:10,1,"RA---TAN-SIP,DEC--TAN-SIP","272.85580410893294,-18.222909483839295","-0.00175251664685655,6.28704846214642e-06,-6.4745178705193e-06,-0.00175280900772944",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,3,Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@003443-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@003443-180S-Red.fts,32411520,A0C4DD8CD416AF2BCF57076C56116CF8B71885072D118ACA06AB394BE344B363,32411520,A0C4DD8CD416AF2BCF57076C56116CF8B71885072D118ACA06AB394BE344B363,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-16T00:34:58,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8374659893616,-18.25128752121635","-0.00175250525861631,6.27345906135869e-06,-6.3133163550927e-06,-0.00175276260444008",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,4,Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@003831-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@003831-180S-Red.fts,32411520,FCCB89DF1971CFF0A178CA3F3936F1BBF4CF14663687693C6499470973C6C9D8,32411520,FCCB89DF1971CFF0A178CA3F3936F1BBF4CF14663687693C6499470973C6C9D8,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-16T00:38:46,1,"RA---TAN-SIP,DEC--TAN-SIP","272.84872013324235,-18.27771628318595","-0.0017524668558446,6.21561322790029e-06,-6.2468475304175e-06,-0.00175268433049507",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,5,Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@004219-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250716@004219-180S-Red.fts,32411520,AF05B52345033EB18B5CA9FE4BB3EC9C3BCD64F580DE07845825B3BBA881DA3E,32411520,AF05B52345033EB18B5CA9FE4BB3EC9C3BCD64F580DE07845825B3BBA881DA3E,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-16T00:42:34,1,"RA---TAN-SIP,DEC--TAN-SIP","272.87469642621727,-18.25673976525888","-0.00175245433014223,6.23051364030858e-06,-6.166417892287e-06,-0.00175265431179733",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,6,Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@031324-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@031324-180S-Red.fts,32411520,574FEFAB6CFD575C63DF8E6AC4E552842A53ED5568D23C97F0F9BF62BEADE0E3,32411520,574FEFAB6CFD575C63DF8E6AC4E552842A53ED5568D23C97F0F9BF62BEADE0E3,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-17T03:13:44,1,"RA---TAN-SIP,DEC--TAN-SIP","272.6748382291338,-18.27290007726854","-0.00175241248505223,3.14839760258572e-06,-2.923482805606e-06,-0.00175283360881256",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,7,Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@031717-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@031717-180S-Red.fts,32411520,02434879780823673FF90B9EA90EE7F810A1E59E04D2D9A7E600FAF4BFB92BDD,32411520,02434879780823673FF90B9EA90EE7F810A1E59E04D2D9A7E600FAF4BFB92BDD,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-17T03:17:32,1,"RA---TAN-SIP,DEC--TAN-SIP","272.66100778690003,-18.300095638673046","-0.00175225672841856,3.09367022895176e-06,-2.9699142837094e-06,-0.00175278484097806",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,8,Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@032221-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@032221-180S-Red.fts,32411520,4BAB24D2C7D5BAB9DB97205A21A4078EE32273B4B0A3FA2C953D2FCFDE7382EF,32411520,4BAB24D2C7D5BAB9DB97205A21A4078EE32273B4B0A3FA2C953D2FCFDE7382EF,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-17T03:22:37,1,"RA---TAN-SIP,DEC--TAN-SIP","272.79796132005566,-18.2091771414386","0.001752401679810927,-2.5596631357294e-07,1.97334101389379e-07,0.001752806034653479",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,9,Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@032620-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@032620-180S-Red.fts,32411520,A76813B4068E444C515B83FAD583643B393C481B430FB8D32ACB72096740E467,32411520,A76813B4068E444C515B83FAD583643B393C481B430FB8D32ACB72096740E467,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-17T03:26:36,1,"RA---TAN-SIP,DEC--TAN-SIP","272.83406083319545,-18.254301979240307","0.001752343055915187,-1.982163659272e-07,1.39268375798212e-07,0.001752764979571875",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,10,Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@033543-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@033543-180S-Red.fts,32411520,BDB8C81C201270E398E1D90B3E6292B461B11926336388B43491B5F5B1F60DA5,32411520,BDB8C81C201270E398E1D90B3E6292B461B11926336388B43491B5F5B1F60DA5,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-17T03:35:58,1,"RA---TAN-SIP,DEC--TAN-SIP","272.76179361734904,-18.157937343026262","0.001751865703927629,-1.2295702431903e-07,-1.4606595191969e-08,0.001752366793494174",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel2,Red,11,Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@033941-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel2/Galaxy_Center_mosaic2_T4_flying_dutchman-20250717@033941-180S-Red.fts,32411520,4D6B6C06F5BFF81187D41B1393D621E3B894ABA8CD76158D094C3A9C9226CDE2,32411520,4D6B6C06F5BFF81187D41B1393D621E3B894ABA8CD76158D094C3A9C9226CDE2,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-17T03:39:56,1,"RA---TAN-SIP,DEC--TAN-SIP","272.7502226756474,-18.16522432554652","0.001752000718483217,-3.0894560432564e-08,-3.6583884858503e-08,0.001752361133994135",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,1,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@001638-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@001638-180S-Red.fts,32411520,B99C60F770F94FFC5C059C5C9C93407AADAF2A93F7F5970C1DEBC3F782FB63A9,32411520,B99C60F770F94FFC5C059C5C9C93407AADAF2A93F7F5970C1DEBC3F782FB63A9,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:16:53,1,"RA---TAN-SIP,DEC--TAN-SIP","272.88646602890213,-23.25395870386321","-0.00175196308338273,6.72134327695741e-06,-6.8440658325384e-06,-0.00175204861875677",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,2,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@002045-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@002045-180S-Red.fts,32411520,3A8AE2CBE530D02274FF9B8995230ECF07F9A4F7FDC2417A5713D593138B9499,32411520,3A8AE2CBE530D02274FF9B8995230ECF07F9A4F7FDC2417A5713D593138B9499,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:20:59,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8560607972413,-23.28827469551666","-0.00175191382802276,6.77372249465632e-06,-6.747000016535e-06,-0.0017520224779121",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,3,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@002432-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@002432-180S-Red.fts,32411520,FD99CB92F3F6A6E6A08733F3A6886C20269B09C29CF6C306127BE135BA441212,32411520,FD99CB92F3F6A6E6A08733F3A6886C20269B09C29CF6C306127BE135BA441212,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:24:48,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8683142481381,-23.324146534700137","-0.00175194836807367,6.50645062172552e-06,-6.6425616116638e-06,-0.00175211877797369",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,4,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@002821-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@002821-180S-Red.fts,32411520,9273B2AEF2DC010547F857E7F3F46CCABD588E5296C2A34DC6D5D688ED6717AF,32411520,9273B2AEF2DC010547F857E7F3F46CCABD588E5296C2A34DC6D5D688ED6717AF,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:28:36,1,"RA---TAN-SIP,DEC--TAN-SIP","272.86195996802473,-23.27840514912625","-0.00175186277292374,6.43857091945036e-06,-6.539078941877e-06,-0.00175202175529721",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,5,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@003210-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@003210-180S-Red.fts,32411520,16254E10025CC3DF7FF81489CC87A19C31BB9CF7312D6F19571C5833D44AA914,32411520,16254E10025CC3DF7FF81489CC87A19C31BB9CF7312D6F19571C5833D44AA914,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:32:25,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8875187405474,-23.286004529841343","-0.00175168896722147,6.37626180481357e-06,-6.4230655859373e-06,-0.00175195881289055",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,6,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@003556-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@003556-180S-Red.fts,32411520,E98B8660172B3ECE22C7B214B55E426D5D188A5D8B8DE9CB87C5119672826229,32411520,E98B8660172B3ECE22C7B214B55E426D5D188A5D8B8DE9CB87C5119672826229,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:36:11,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8804192782987,-23.33005970529042","-0.00175169971218622,6.41588995865608e-06,-6.4134099828173e-06,-0.00175191933902876",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,7,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@003945-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@003945-180S-Red.fts,32411520,FECE6FF98ED7B31F190C78172D03A6746931423E7BFDDB215FCC05127DE1C7AA,32411520,FECE6FF98ED7B31F190C78172D03A6746931423E7BFDDB215FCC05127DE1C7AA,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:40:00,1,"RA---TAN-SIP,DEC--TAN-SIP","272.901686996246,-23.302385687017317","-0.00175165727460402,6.22830217668435e-06,-6.2528151762107e-06,-0.00175198674095146",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,8,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@004333-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@004333-180S-Red.fts,32411520,0D50F9BB3D0A41CF3AA5B8A5E4F609266594151DCD66FA619E852530A9140DC9,32411520,0D50F9BB3D0A41CF3AA5B8A5E4F609266594151DCD66FA619E852530A9140DC9,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:43:48,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8525453719215,-23.3278430086835","-0.0017516773877351,6.11908964017933e-06,-6.1710268516281e-06,-0.00175202541808125",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,9,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@004720-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@004720-180S-Red.fts,32411520,993CB128D7E44402F0DBD424DE01138FAE940D80C656EAA7090FFD392FEE58FC,32411520,993CB128D7E44402F0DBD424DE01138FAE940D80C656EAA7090FFD392FEE58FC,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:47:35,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8090761125073,-23.363194529424455","-0.0017516927944709,6.15078054075107e-06,-6.1424471013184e-06,-0.00175186879836995",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,panel3,Red,10,Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@005108-180S-Red.fts,testdata/Galaxy_Center_T4/lights/panel3/Galaxy_Center_mosaic3_T4_flying_dutchman-20250718@005108-180S-Red.fts,32411520,C704DEAF78605B939C8E2CDDAC21946639EA9C80629BD4FCFB662133609F98E7,32411520,C704DEAF78605B939C8E2CDDAC21946639EA9C80629BD4FCFB662133609F98E7,fujia@fatduck (Windows),OK,4500,3600,BITPIX=16,180.0,,-20.0,2025-07-18T00:51:23,1,"RA---TAN-SIP,DEC--TAN-SIP","272.8411892770443,-23.40639182373755","-0.00175158106896868,6.01960903090279e-06,-6.0001604599898e-06,-0.00175198182906883",yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,masters,master_bias,0,masterBias_BIN-1_4500x3600.xisf,testdata/T4 calibration files/masterBias_BIN-1_4500x3600.xisf,64849152,EA14B6F5E471F673751C7E95BFCE8B92F09A135E0DB74AA4D277F3B4683E0D22,64849152,EA14B6F5E471F673751C7E95BFCE8B92F09A135E0DB74AA4D277F3B4683E0D22,fujia@fatduck (Windows),OK,,,xisf(xml container; full parse deferred),,,,,n/a(xisf xml),,,,yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,masters,master_dark,0,masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,testdata/T4 calibration files/masterDark_BIN-1_4500x3600_EXPOSURE-180.00s.xisf,64820480,07941CF826A0915B2C87C2BA1529994B65D2BDD31EDBB11998E99CE47C41479B,64820480,07941CF826A0915B2C87C2BA1529994B65D2BDD31EDBB11998E99CE47C41479B,fujia@fatduck (Windows),OK,,,xisf(xml container; full parse deferred),,,,,n/a(xisf xml),,,,yes,535e73879662346ee1f599d7a9cae96c6c23680d
Galaxy_Center_T4,masters,master_flat,0,masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,testdata/T4 calibration files/masterFlat_BIN-1_4500x3600_FILTER-Red_mono.xisf,64824576,E3CB759828162F5DAFB42CDC2820698B9F30C0C682551D0E2E8282C2AA49F5DC,64824576,E3CB759828162F5DAFB42CDC2820698B9F30C0C682551D0E2E8282C2AA49F5DC,fujia@fatduck (Windows),OK,,,xisf(xml container; full parse deferred),,,,,n/a(xisf xml),,,,yes,535e73879662346ee1f599d7a9cae96c6c23680d
