category,symbol,location,classification,production_reachable,phase,thread_model,evidence,risk_note
openmp_kernel,aio_fits.cpp,lib/astro_image_io/src/aio_fits.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/astro_image_io/src/aio_fits.cpp (1 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,aio_pipeline_engine.cpp,lib/astro_image_io/src/aio_pipeline_engine.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/astro_image_io/src/aio_pipeline_engine.cpp (3 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,cosmetic_corrector.cpp,lib/calibration/cpp/cosmetic_corrector.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/calibration/cpp/cosmetic_corrector.cpp (1 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,calibrator.cpp,lib/calibration/src/calibrator.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/calibration/src/calibrator.cpp (5 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,cosmetic_corrector.cpp,lib/calibration/src/cosmetic_corrector.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/calibration/src/cosmetic_corrector.cpp (4 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,master_generator.cpp,lib/calibration/src/master_generator.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/calibration/src/master_generator.cpp (4 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,dpsf_psf.cpp,lib/dynamic_psf/src/dpsf_psf.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/dynamic_psf/src/dpsf_psf.cpp (4 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,gaia_client.c,lib/gaia_xpsd_client/src/gaia_client.c,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/gaia_xpsd_client/src/gaia_client.c (22 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,hips_sky_view.cpp,lib/healpix_db/healpix_browser_qt/core/hips_sky_view.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/healpix_db/healpix_browser_qt/core/hips_sky_view.cpp (2 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,drizzle_engine.cpp,lib/healpix_db/healpix_drizzle/drizzle_engine.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/healpix_db/healpix_drizzle/drizzle_engine.cpp (5 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,snr_evaluator.cpp,lib/healpix_db/healpix_drizzle/snr_evaluator.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/healpix_db/healpix_drizzle/snr_evaluator.cpp (1 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,reference_overlap.cpp,lib/healpix_db/healpix_drizzle/tests/reference_overlap.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/healpix_db/healpix_drizzle/tests/reference_overlap.cpp (3 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,acr_kernels.cpp,lib/phase2/src/acr_kernels.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/phase2/src/acr_kernels.cpp (2 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,sampler.cpp,lib/phase2/src/sampler.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/phase2/src/sampler.cpp (2 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,upm.cpp,lib/phase2/src/upm.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/phase2/src/upm.cpp (5 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,stage2.cpp,lib/phase2/tools/stage2.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/phase2/tools/stage2.cpp (2 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,image_corrector.cpp,lib/photometric_calib/cpp/src/image_corrector.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/photometric_calib/cpp/src/image_corrector.cpp (1 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,pc_api.cpp,lib/photometric_calib/cpp/src/pc_api.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/photometric_calib/cpp/src/pc_api.cpp (19 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,ipv_select.cpp,lib/plate_solve/cpp/ipv/src/ipv_select.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/plate_solve/cpp/ipv/src/ipv_select.cpp (4 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,ipv_solver.cpp,lib/plate_solve/cpp/ipv/src/ipv_solver.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/plate_solve/cpp/ipv/src/ipv_solver.cpp (1 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,ipv_triangle.cpp,lib/plate_solve/cpp/ipv/src/ipv_triangle.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/plate_solve/cpp/ipv/src/ipv_triangle.cpp (5 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,snr_estimator.cpp,lib/snr_estimator/cpp/src/snr_estimator.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/snr_estimator/cpp/src/snr_estimator.cpp (10 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,sdet_api.cpp,lib/star_detector/src/sdet_api.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/star_detector/src/sdet_api.cpp (12 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
openmp_kernel,sdet_image.cpp,lib/star_detector/src/sdet_image.cpp,production,yes,Phase1/2,"module-internal OpenMP, thread count via runtime/orchestrator set_num_threads",lib/star_detector/src/sdet_image.cpp (21 pragma sites),V5: 禁硬编码线程数→ARCH-003 backend dispatcher 收编
thread_creation,unsigned n = std::thread::hardware_concurrency();,lib/acr/core/runtime.cpp:69,production,yes,-,std::async,lib/acr/core/runtime.cpp:69,
thread_creation,"e.cpu = ""cpu-hw-"" + std::to_string(std::thread::hardware_con",lib/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:222,production,yes,-,std::async,lib/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:222,
thread_creation,static_cast<int>(std::thread::hardware_concurrency());,lib/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:224,production,yes,-,std::async,lib/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:224,
thread_creation,e.acr_cpu_workers = std::thread::hardware_concurrency();,lib/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:225,production,yes,-,std::async,lib/acr/examples/weighted_integration/weighted_integration_benchmark.cpp:225,
thread_creation,cpu.compute_units = static_cast<std::uint32_t>(std::thread::,lib/acr/profile/profile_reader.cpp:382,production,yes,-,std::async,lib/acr/profile/profile_reader.cpp:382,
thread_creation,? static_cast<std::uint32_t>(std::thread::hardware_concurren,lib/acr/qualification/benchmark_driver.cpp:625,production,yes,-,std::async,lib/acr/qualification/benchmark_driver.cpp:625,
thread_creation,if (hw_threads == 0) hw_threads = static_cast<std::uint32_t>,lib/acr/qualification/benchmarks/benchmark_common.hpp:170,production,yes,-,std::async,lib/acr/qualification/benchmarks/benchmark_common.hpp:170,
thread_creation,auto hw = static_cast<std::uint32_t>(std::thread::hardware_c,lib/acr/qualification/benchmarks/thread_curve_benchmark.cpp:72,production,yes,-,std::async,lib/acr/qualification/benchmarks/thread_curve_benchmark.cpp:72,
thread_creation,auto hw = static_cast<std::uint32_t>(std::thread::hardware_c,lib/acr/qualification/benchmarks/thread_curve_benchmark.cpp:100,production,yes,-,std::async,lib/acr/qualification/benchmarks/thread_curve_benchmark.cpp:100,
thread_creation,f += std::to_string(std::thread::hardware_concurrency());,lib/acr/qualification/focused/focused_benchmark.cpp:77,production,yes,-,std::async,lib/acr/qualification/focused/focused_benchmark.cpp:77,
thread_creation,if (cpu_cores == 0) cpu_cores = static_cast<std::uint32_t>(s,lib/acr/qualification/profile_generator.cpp:300,production,yes,-,std::async,lib/acr/qualification/profile_generator.cpp:300,
thread_creation,"std::min<std::size_t>(16, std::thread::hardware_concurrency(",lib/acr/scheduler/dispatcher.cpp:476,production,yes,-,std::async,lib/acr/scheduler/dispatcher.cpp:476,
thread_creation,std::thread::hardware_concurrency());,lib/acr/scheduler/dispatcher.cpp:1114,production,yes,-,std::async,lib/acr/scheduler/dispatcher.cpp:1114,
thread_creation,: std::thread::hardware_concurrency());,lib/acr/scheduler/dispatcher.cpp:1133,production,yes,-,std::async,lib/acr/scheduler/dispatcher.cpp:1133,
thread_creation,std::vector<std::thread> workers;,lib/acr/scheduler/dispatcher.cpp:1174,production,yes,-,std::async,lib/acr/scheduler/dispatcher.cpp:1174,
thread_creation,std::vector<std::thread> ts;,lib/acr/tests/classic/e16_concurrency.cpp:40,test,no,-,std::async,lib/acr/tests/classic/e16_concurrency.cpp:40,
thread_creation,std::vector<std::thread> ts;,lib/acr/tests/classic/e16_concurrency.cpp:132,test,no,-,std::async,lib/acr/tests/classic/e16_concurrency.cpp:132,
thread_creation,std::vector<std::thread> ts;,lib/acr/tests/classic/e16_concurrency.cpp:188,test,no,-,std::async,lib/acr/tests/classic/e16_concurrency.cpp:188,
thread_creation,std::vector<std::thread> ts;,lib/acr/tests/classic/e16_concurrency.cpp:223,test,no,-,std::async,lib/acr/tests/classic/e16_concurrency.cpp:223,
thread_creation,"std::thread t([&ev, &ready]() {",lib/acr/tests/classic/e16_concurrency.cpp:264,test,no,-,std::thread 显式创建,lib/acr/tests/classic/e16_concurrency.cpp:264,
thread_creation,std::vector<std::thread> ts;,lib/acr/tests/classic/e21_persistence_concurrency.cpp:112,test,no,-,std::async,lib/acr/tests/classic/e21_persistence_concurrency.cpp:112,
thread_creation,std::vector<std::thread> ts;,lib/acr/tests/fault/lifecycle_smoke.cpp:68,test,no,-,std::async,lib/acr/tests/fault/lifecycle_smoke.cpp:68,
thread_creation,std::vector<std::thread> workers;,lib/acr/tests/sanitizer/msvc_asan_main.cpp:55,test,no,-,std::async,lib/acr/tests/sanitizer/msvc_asan_main.cpp:55,
thread_creation,std::vector<std::thread> readers;,lib/acr/tests/sanitizer/msvc_asan_main.cpp:102,test,no,-,std::async,lib/acr/tests/sanitizer/msvc_asan_main.cpp:102,
thread_creation,std::vector<std::thread> readers;,lib/acr/tests/unit/test_kernel_registry.cpp:169,test,no,-,std::async,lib/acr/tests/unit/test_kernel_registry.cpp:169,
thread_creation,std::vector<std::thread> threads;,lib/acr/tests/unit/test_utilization.cpp:33,test,no,-,std::async,lib/acr/tests/unit/test_utilization.cpp:33,
thread_creation,std::thread ta_thread([&] {,lib/acr/tests/unit/test_work_pool.cpp:50,test,no,-,std::thread 显式创建,lib/acr/tests/unit/test_work_pool.cpp:50,
thread_creation,std::vector<std::thread> workers;,lib/acr/tests/unit/test_work_pool.cpp:142,test,no,-,std::async,lib/acr/tests/unit/test_work_pool.cpp:142,
thread_creation,std::thread b([&] {,lib/acr/tests/unit/test_work_pool.cpp:227,test,no,-,std::thread 显式创建,lib/acr/tests/unit/test_work_pool.cpp:227,
thread_creation,std::vector<std::thread> workers;,lib/acr/tests/unit/test_work_pool.cpp:263,test,no,-,std::async,lib/acr/tests/unit/test_work_pool.cpp:263,
thread_creation,* @param thread_count count of std::async threads,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1407,production,yes,-,std::async,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1407,
thread_creation,right_future = std::async(,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1433,production,yes,-,std::async,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1433,
thread_creation,*     build using `std::async` (unless NANOFLANN_NO_THREADS ,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1811,production,yes,-,std::async,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1811,
thread_creation,Base::n_thread_build_ = std::max(std::thread::hardware_concu,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1917,production,yes,-,std::async,lib/healpix_db/healpix_drizzle/nanoflann.hpp:1917,
thread_creation,Base::n_thread_build_ = std::max(std::thread::hardware_concu,lib/healpix_db/healpix_drizzle/nanoflann.hpp:2312,production,yes,-,std::async,lib/healpix_db/healpix_drizzle/nanoflann.hpp:2312,
thread_creation,fut_ = std::async(,lib/healpix_db/healpix_drizzle/nanoflann.hpp:3883,production,yes,-,std::async,lib/healpix_db/healpix_drizzle/nanoflann.hpp:3883,
thread_creation,"std::thread t1(worker, specA, refA, 20);",lib/healpix_db/healpix_drizzle/tests/concurrency_cache_test.cpp:136,test,no,-,std::thread 显式创建,lib/healpix_db/healpix_drizzle/tests/concurrency_cache_test.cpp:136,
thread_creation,"std::thread t2(worker, specB, refB, 20);",lib/healpix_db/healpix_drizzle/tests/concurrency_cache_test.cpp:137,test,no,-,std::thread 显式创建,lib/healpix_db/healpix_drizzle/tests/concurrency_cache_test.cpp:137,
thread_creation,std::thread worker_thread_;,lib/orchestrator/cpp/include/orchestrator.h:336,production,yes,-,std::thread 显式创建,lib/orchestrator/cpp/include/orchestrator.h:336,
thread_creation,std::thread worker_thread_;,lib/orchestrator/cpp/include/resource_monitor.h:135,production,yes,-,std::thread 显式创建,lib/orchestrator/cpp/include/resource_monitor.h:135,
thread_creation,"LOG_INFO(""orchestrator"", ""可用线程数: "" + std::to_string(std::thr",lib/orchestrator/cpp/src/orchestrator.cpp:469,production,yes,-,std::async,lib/orchestrator/cpp/src/orchestrator.cpp:469,
thread_creation,unsigned int hc = std::thread::hardware_concurrency();,lib/orchestrator/cpp/src/orchestrator.cpp:604,production,yes,-,std::async,lib/orchestrator/cpp/src/orchestrator.cpp:604,
thread_creation,std::thread watchdog;,lib/orchestrator/cpp/src/orchestrator.cpp:5084,production,yes,-,std::thread 显式创建,lib/orchestrator/cpp/src/orchestrator.cpp:5084,登记于 EXECUTION_MODEL; watchdog/monitor 唯一豁免
thread_creation,"watchdog = std::thread([this, name, timeout_sec]() {",lib/orchestrator/cpp/src/orchestrator.cpp:5091,production,yes,-,std::async,lib/orchestrator/cpp/src/orchestrator.cpp:5091,登记于 EXECUTION_MODEL; watchdog/monitor 唯一豁免
thread_creation,std::vector<std::thread> threads;,lib/orchestrator/cpp/tests/test_logger.cpp:369,test,no,-,std::async,lib/orchestrator/cpp/tests/test_logger.cpp:369,
thread_creation,std::thread stdout_thread([&]() {,lib/orchestrator/cpp/tests/test_orchestrator_cli.cpp:200,test,no,-,std::thread 显式创建,lib/orchestrator/cpp/tests/test_orchestrator_cli.cpp:200,
thread_creation,std::thread stderr_thread([&]() {,lib/orchestrator/cpp/tests/test_orchestrator_cli.cpp:208,test,no,-,std::thread 显式创建,lib/orchestrator/cpp/tests/test_orchestrator_cli.cpp:208,
thread_creation,const unsigned hc = std::thread::hardware_concurrency();,lib/phase2/include/astro/phase2/execution_options.h:24,production,yes,-,std::async,lib/phase2/include/astro/phase2/execution_options.h:24,
thread_creation,const int workers = (cfg.cpu_workers > 0) ? cfg.cpu_workers ,lib/phase2/src/sampler.cpp:881,production,yes,-,std::async,lib/phase2/src/sampler.cpp:881,
thread_creation,": (int)std::max(1u, std::thread::hardware_concurrency());",lib/phase2/src/upm.cpp:518,production,yes,-,std::async,lib/phase2/src/upm.cpp:518,
thread_creation,std::thread producer([&] {,lib/phase2/tests/async_io_test.cpp:59,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:59,
thread_creation,std::thread producer([&] { pushed = q.push(1); });,lib/phase2/tests/async_io_test.cpp:90,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:90,
thread_creation,std::thread reader([&] {,lib/phase2/tests/async_io_test.cpp:110,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:110,
thread_creation,std::thread writer([&] {,lib/phase2/tests/async_io_test.cpp:123,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:123,
thread_creation,std::thread writer([&] {,lib/phase2/tests/async_io_test.cpp:141,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:141,
thread_creation,std::thread reader([&] {,lib/phase2/tests/async_io_test.cpp:150,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:150,
thread_creation,std::thread reader([&] {,lib/phase2/tests/async_io_test.cpp:170,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:170,
thread_creation,std::thread writer([&] {,lib/phase2/tests/async_io_test.cpp:179,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:179,
thread_creation,std::thread reader([&] {,lib/phase2/tests/async_io_test.cpp:192,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:192,
thread_creation,std::vector<std::thread> workers;,lib/phase2/tests/async_io_test.cpp:200,test,no,-,std::async,lib/phase2/tests/async_io_test.cpp:200,
thread_creation,std::thread consumer([&] { consumer_returned_null = (q.pop(),lib/phase2/tests/async_io_test.cpp:223,test,no,-,std::thread 显式创建,lib/phase2/tests/async_io_test.cpp:223,
thread_creation,const unsigned h = std::thread::hardware_concurrency();,lib/phase2/tests/execution_options_test.cpp:12,test,no,-,std::async,lib/phase2/tests/execution_options_test.cpp:12,
lock,kernel_registry.cpp,lib/acr/api/kernel_registry.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/api/kernel_registry.cpp (3 sites),
lock,acr_cuda_bridge_host.cpp,lib/acr/backends/cuda/bridge/acr_cuda_bridge_host.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/backends/cuda/bridge/acr_cuda_bridge_host.cpp (25 sites),
lock,runtime.cpp,lib/acr/core/runtime.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/core/runtime.cpp (5 sites),
lock,kernel_registry.hpp,lib/acr/include/astro/compute/kernel_registry.hpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/include/astro/compute/kernel_registry.hpp (1 sites),
lock,runtime_internal.h,lib/acr/include/astro/compute/runtime_internal.h,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/include/astro/compute/runtime_internal.h (4 sites),
lock,profile_reader.cpp,lib/acr/profile/profile_reader.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/profile/profile_reader.cpp (6 sites),
lock,current_state.cpp,lib/acr/scheduler/current_state.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/current_state.cpp (10 sites),
lock,current_state.hpp,lib/acr/scheduler/current_state.hpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/current_state.hpp (1 sites),
lock,dispatcher.cpp,lib/acr/scheduler/dispatcher.cpp,production,yes,Phase1/2,mutex 保护日志/状态; 无内核内锁竞争,lib/acr/scheduler/dispatcher.cpp (12 sites),
